Area_Name,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
Payne County,4.0,3.0,4.0,2.0,9941.0,12733.0,14914.0,17933.0,4862.0,7972.0,5743.0,8626.0,8931.0,9946.0,11309.0,12092.0,8718.0,7409.0,5887.0,4941.0,4400.0,3052.0,21.4,27.4,15.1,17.6,25.0,25.8,26.36223729,26.02706027,27.0,26.7,27.19424806,27.04237951,17.8,13.3,10.58048382,6.825450073,30.1,34.2,35.86303083,40.10511014,25.2,29.6,38.3,25.4,3433.0,5129.0,8265.0,9617.0,10963.0,11638.0
Peach County,3.0,2.0,3.0,4.0,1855.0,2356.0,3053.0,4457.0,793.0,1445.0,1179.0,2512.0,3793.0,4667.0,5279.0,5872.0,4536.0,4931.0,3967.0,3741.0,3207.0,2260.0,11.0,14.4,9.8,11.7,21.3,23.4,30.36630258,31.31649299,31.0,33.2,31.85685837,32.03666321,32.5,26.6,19.35308672,12.33018714,15.2,16.8,18.42375234,24.31665666,16.3,25.0,62.9,49.0,709.0,1179.0,2608.0,3291.0,5032.0,5740.0
Pearl River County,6.0,3.0,6.0,5.0,2685.0,4287.0,5356.0,6217.0,992.0,1760.0,3853.0,6708.0,7466.0,9655.0,12647.0,14026.0,7542.0,7783.0,7464.0,7857.0,6559.0,4747.0,7.1,9.5,11.6,12.7,25.3,29.5,33.59288399,35.85235003,31.7,31.2,34.19309487,36.00379906,31.6,25.4,17.73325763,12.18522987,11.4,13.9,14.48076351,15.95862104,27.5,36.0,53.8,41.8,1632.0,2366.0,5974.0,9141.0,12425.0,13967.0
Pecos County,7.0,11.0,7.0,8.0,1018.0,1275.0,1179.0,1360.0,522.0,689.0,1625.0,2160.0,2240.0,2904.0,3444.0,3993.0,3917.0,3756.0,3535.0,3702.0,3562.0,2123.0,7.8,9.3,9.8,10.8,19.4,20.2,20.60335629,26.24309392,26.6,29.4,33.40770201,39.39423836,42.0,37.5,34.55233291,20.94514601,12.1,12.9,11.43660879,13.4175217,24.2,29.2,58.3,50.7,658.0,796.0,1633.0,1989.0,2124.0,2660.0
Pembina County,9.0,12.0,9.0,9.0,808.0,969.0,1069.0,1127.0,310.0,748.0,1684.0,1963.0,1974.0,1885.0,1839.0,1581.0,3279.0,2520.0,1656.0,1192.0,627.0,400.0,5.1,11.7,13.8,18.5,27.8,31.5,34.17132216,36.76500509,32.1,31.9,34.24581006,32.16683622,26.9,20.2,11.67597765,8.138351984,13.1,16.4,19.90689013,22.92980671,27.5,30.6,53.6,39.3,843.0,1185.0,1712.0,1862.0,1835.0,1807.0
Pemiscot County,7.0,9.0,7.0,8.0,897.0,1022.0,1268.0,1273.0,652.0,923.0,2207.0,3684.0,4204.0,4129.0,4666.0,4814.0,10690.0,8513.0,6667.0,5110.0,3090.0,1662.0,4.6,6.6,4.2,6.5,10.9,16.1,22.59392692,22.29241877,31.8,33.8,40.02401784,48.27517048,50.5,41.8,26.50540401,16.66666667,6.8,8.4,10.87665123,12.76574408,15.6,26.3,75.6,60.7,596.0,905.0,1436.0,1967.0,2634.0,2223.0
Pend Oreille County,2.0,2.0,8.0,6.0,696.0,980.0,1622.0,2053.0,225.0,535.0,1152.0,2093.0,2016.0,2665.0,3176.0,3424.0,1795.0,1626.0,1468.0,1521.0,962.0,575.0,6.3,10.5,10.6,16.7,28.1,35.4,39.18276845,40.20944477,34.7,33.3,33.53394573,33.82730686,25.2,19.0,10.15732235,5.680695515,12.0,12.3,17.12596347,20.28255286,32.5,41.0,50.6,31.9,378.0,851.0,1634.0,2829.0,3711.0,4070.0
Pender County,2.0,2.0,2.0,4.0,2247.0,3872.0,7167.0,13311.0,327.0,948.0,1872.0,3874.0,6254.0,9574.0,12021.0,12354.0,6779.0,6931.0,6834.0,6616.0,5084.0,4225.0,3.4,7.2,6.3,10.8,20.7,29.8,33.10550105,33.02561115,32.4,33.5,33.13030537,27.68155235,35.4,23.2,14.01168559,9.466938538,11.6,13.6,19.75250799,29.82589796,19.5,29.4,70.8,52.6,599.0,1425.0,3994.0,8504.0,12012.0,14739.0
Pendleton County,1.0,1.0,1.0,1.0,496.0,878.0,1163.0,1681.0,172.0,373.0,1473.0,2271.0,2983.0,4259.0,4540.0,4236.0,3638.0,3278.0,2924.0,2469.0,1739.0,1549.0,3.1,6.0,4.3,5.1,12.7,16.2,24.3083808,26.47232618,40.7,46.9,46.17575264,41.71754973,39.9,27.2,17.68714402,15.25507189,6.8,9.7,11.82872254,16.5550522,26.7,36.4,65.9,52.5,240.0,316.0,933.0,1475.0,2390.0,2688.0
Pennington County,6.0,6.0,6.0,6.0,1148.0,1316.0,1505.0,1868.0,520.0,1039.0,2096.0,2988.0,2723.0,2746.0,3073.0,2916.0,3845.0,2902.0,2316.0,1656.0,1059.0,525.0,7.3,12.0,9.9,19.8,26.1,35.4,39.96165726,45.04709657,32.5,31.0,32.72979018,30.18321085,27.7,18.7,11.27915646,5.43422006,13.7,14.9,16.0293961,19.33547252,29.2,34.6,53.6,33.6,710.0,1708.0,2187.0,3130.0,3752.0,4352.0
Pennsylvania,,,,,1412746.0,1847631.0,2341877.0,3157318.0,585290.0,981416.0,2306108.0,2925153.0,3035080.0,3150013.0,3222376.0,3039316.0,3329284.0,2556743.0,1994278.0,1496105.0,1013820.0,740736.0,8.7,13.6,7.0,10.7,18.2,21.4,24.03083219,24.20780789,38.6,38.1,37.2147319,33.20515154,25.3,18.1,11.70845348,8.092692939,17.9,22.4,27.04598243,34.49434763,34.5,40.4,49.8,35.3,469256.0,776932.0,1430828.0,1772535.0,2080799.0,2215776.0
Penobscot County,3.0,2.0,3.0,4.0,16178.0,19406.0,24192.0,33782.0,6150.0,10743.0,22855.0,31961.0,34793.0,36639.0,37359.0,35944.0,27021.0,21322.0,19118.0,13660.0,9974.0,6062.0,9.7,14.2,12.0,15.6,23.3,27.0,30.84561241,31.62828042,38.1,38.4,36.12077967,32.42667821,20.9,14.3,9.643423444,5.468799336,17.7,20.3,23.39018448,30.47624203,35.9,42.1,42.4,28.1,7646.0,11833.0,21321.0,25800.0,31903.0,35059.0
Peoria County,2.0,2.0,2.0,4.0,22560.0,27661.0,35222.0,41733.0,11309.0,18669.0,36154.0,43777.0,36363.0,34920.0,35849.0,33509.0,49597.0,35708.0,25590.0,19156.0,12656.0,8049.0,10.6,16.1,9.4,15.5,27.1,31.0,31.5944705,31.21108009,31.4,29.5,29.28887727,27.67463372,22.1,16.2,10.34003824,6.647561157,19.5,23.3,28.776614,34.46672503,33.8,37.7,46.3,30.7,10013.0,18056.0,31450.0,36761.0,38671.0,37791.0
Pepin County,8.0,4.0,8.0,3.0,441.0,630.0,912.0,1252.0,202.0,369.0,1124.0,1698.0,1893.0,2029.0,2226.0,1978.0,2201.0,1763.0,1326.0,822.0,534.0,256.0,5.2,8.6,8.9,10.6,20.1,26.5,29.89690722,34.18916368,41.3,42.9,42.49713631,37.34189164,29.0,17.4,10.19473081,4.832924297,9.6,13.3,17.41122566,23.63602039,29.0,39.6,56.8,41.2,345.0,453.0,918.0,1252.0,1566.0,1811.0
Perkins County,9.0,10.0,9.0,9.0,374.0,380.0,427.0,508.0,165.0,316.0,757.0,838.0,760.0,751.0,561.0,518.0,960.0,689.0,470.0,279.0,159.0,145.0,7.8,13.9,10.8,18.9,28.2,34.7,44.85576923,40.70886076,34.0,34.8,26.97115385,26.2278481,21.0,12.9,7.644230769,7.341772152,16.7,17.6,20.52884615,25.72151899,35.9,36.9,45.5,30.3,228.0,429.0,629.0,749.0,933.0,804.0
Perquimans County,8.0,3.0,8.0,3.0,621.0,983.0,1696.0,1992.0,278.0,351.0,1081.0,1468.0,2314.0,2631.0,3526.0,3089.0,3007.0,3380.0,2738.0,2236.0,1484.0,1296.0,5.9,6.1,7.2,10.0,19.6,26.6,31.33319681,34.67527146,32.8,33.0,36.10485357,31.64310592,38.8,28.1,15.19557649,13.27596804,8.8,12.3,17.36637313,20.40565458,23.0,25.4,63.9,58.5,337.0,579.0,1385.0,2120.0,3060.0,3385.0
Perry County,8.0,4.0,8.0,3.0,825.0,701.0,739.0,878.0,531.0,762.0,1263.0,2016.0,1936.0,2119.0,2707.0,2220.0,5338.0,4468.0,3507.0,2625.0,1866.0,929.0,7.1,9.7,4.9,7.8,12.4,22.0,21.24536694,22.72116676,27.1,30.4,40.13343217,42.60218768,49.0,37.6,27.66493699,17.82767223,11.5,10.0,10.9562639,16.84897333,16.8,25.7,71.2,56.9,364.0,612.0,885.0,1533.0,1433.0,1184.0
Pershing County,9.0,10.0,8.0,6.0,191.0,393.0,548.0,462.0,160.0,128.0,541.0,884.0,1154.0,1647.0,1905.0,2180.0,680.0,719.0,710.0,1082.0,975.0,710.0,10.1,6.3,12.9,15.3,22.3,30.6,31.2337011,32.17320923,43.6,36.6,38.21464393,44.11169567,26.9,24.1,19.55867603,14.36665318,7.2,8.7,10.99297894,9.348441926,34.1,43.3,42.9,35.2,204.0,312.0,589.0,1376.0,1557.0,1590.0
Person County,2.0,2.0,2.0,4.0,1516.0,2525.0,3937.0,5553.0,617.0,1249.0,2708.0,4766.0,6964.0,9318.0,9797.0,9755.0,9668.0,9410.0,7376.0,6152.0,4866.0,3056.0,4.5,7.2,5.9,10.6,20.9,26.5,31.59501306,34.41428571,34.7,38.1,36.03030414,34.83928571,36.8,25.1,17.89562723,10.91428571,7.6,10.3,14.47905557,19.83214286,19.6,27.6,70.0,54.6,820.0,1823.0,4197.0,6478.0,8591.0,9636.0
Petersburg Census Area,9.0,11.0,9.0,9.0,,,682.0,677.0,,,,,,,844.0,731.0,,,,,128.0,232.0,,,,,,,38.83136095,33.49553933,,,31.21301775,29.6431468,,,4.733727811,9.407948094,,,25.22189349,27.45336577,,,,,,,,,1050.0,826.0
Petersburg city,1.0,1.0,1.0,1.0,3376.0,3298.0,3111.0,5732.0,1850.0,3071.0,3981.0,5835.0,6561.0,6759.0,7272.0,8009.0,11971.0,11893.0,9416.0,6989.0,6340.0,2990.0,9.5,12.7,8.6,13.8,22.4,23.5,22.91772298,26.99306192,26.3,30.3,33.51924407,34.9478553,37.8,31.4,29.22332335,13.04708295,13.5,14.8,14.33970961,25.01199983,20.4,24.2,61.5,49.3,1665.0,3340.0,5582.0,5243.0,4972.0,6186.0
Petroleum County,9.0,12.0,9.0,9.0,59.0,58.0,63.0,89.0,49.0,68.0,121.0,157.0,141.0,119.0,174.0,146.0,166.0,108.0,61.0,57.0,28.0,4.0,12.7,17.7,13.0,13.3,22.6,29.7,34.72906404,27.13414634,41.8,35.7,42.85714286,44.51219512,18.1,17.1,6.896551724,1.219512195,17.5,17.4,15.51724138,27.13414634,31.3,40.9,43.0,28.1,50.0,51.0,76.0,99.0,141.0,89.0
Pettis County,4.0,3.0,5.0,7.0,2894.0,3794.0,4247.0,5342.0,1281.0,2080.0,7019.0,8608.0,8081.0,8569.0,9357.0,9782.0,10198.0,8568.0,6439.0,5504.0,4883.0,3660.0,6.3,9.4,8.6,13.4,24.8,29.5,32.58824387,34.49574557,34.9,33.8,34.11974912,34.11214953,27.8,21.7,17.80557176,12.76328637,12.5,15.0,15.48643524,18.62881852,34.7,38.7,50.4,38.5,1737.0,2970.0,5732.0,7488.0,8937.0,9892.0
Peñuelas Municipio,2.0,2.0,2.0,4.0,1137.0,1854.0,2059.0,3659.0,,320.0,,1471.0,2178.0,3722.0,4383.0,3865.0,,6022.0,6602.0,6637.0,5306.0,3652.0,,3.8,,6.8,10.2,15.5,20.23898432,21.64890634,19.7,25.8,29.75762102,27.0961862,59.8,45.9,36.02417,25.60291643,10.3,12.8,13.97922466,25.65199103,,17.6,,71.9,,567.0,1128.0,2236.0,2981.0,3088.0
Phelps County,5.0,8.0,5.0,7.0,3906.0,5192.0,7207.0,8929.0,2331.0,2679.0,3500.0,6053.0,7021.0,8123.0,9349.0,9343.0,7372.0,7020.0,6372.0,5171.0,3679.0,2379.0,16.0,14.9,9.3,12.2,18.9,25.1,25.8954076,27.04631363,32.9,32.9,34.23789643,33.00597025,29.9,21.0,13.47322933,8.404281626,18.3,21.1,26.39346664,31.54343449,24.0,33.7,50.6,39.1,1361.0,2187.0,4044.0,6179.0,7071.0,7656.0
Philadelphia County,1.0,1.0,1.0,1.0,156027.0,172641.0,227799.0,377211.0,76487.0,113721.0,310455.0,348100.0,337638.0,322059.0,339799.0,324642.0,674138.0,469464.0,365713.0,278090.0,192758.0,137248.0,6.8,11.1,5.4,9.3,16.1,20.0,22.57256442,22.9453731,32.9,33.3,34.60190382,29.81186792,35.7,28.8,19.62864451,12.60348091,15.2,17.9,23.19688725,34.63927807,27.7,33.9,60.1,45.7,60849.0,95144.0,165455.0,193407.0,221668.0,249868.0
Phillips County,6.0,3.0,7.0,8.0,1511.0,1906.0,1801.0,1516.0,1078.0,1525.0,3352.0,4242.0,3698.0,4080.0,4124.0,3505.0,14397.0,10701.0,7982.0,5831.0,3671.0,1811.0,5.5,8.3,4.5,10.3,19.9,23.4,29.52408931,34.50920245,22.4,26.5,30.28789659,33.59854294,48.5,37.8,26.96092832,17.36004601,9.2,12.4,13.22708578,14.53220859,17.0,23.1,73.0,58.3,895.0,1889.0,3283.0,3603.0,4020.0,3600.0
Piatt County,3.0,2.0,3.0,4.0,1659.0,2340.0,2884.0,3797.0,712.0,1386.0,3541.0,4366.0,4453.0,4133.0,4115.0,3954.0,3759.0,2994.0,1783.0,1260.0,851.0,472.0,8.0,13.9,10.0,12.5,24.5,30.4,32.58330471,30.95138131,42.6,37.2,35.34008932,33.20178017,17.0,11.3,7.308485057,3.963389034,15.9,21.0,24.76812092,31.88344949,39.8,43.7,42.2,30.0,886.0,1245.0,2563.0,3385.0,3794.0,3686.0
Pickaway County,1.0,1.0,1.0,1.0,2821.0,4028.0,5989.0,8831.0,1247.0,2147.0,8281.0,10951.0,13244.0,15073.0,16403.0,17030.0,10052.0,10052.0,9505.0,8033.0,5960.0,4820.0,5.9,8.5,7.7,8.4,18.5,23.0,24.57367847,26.14818024,42.2,42.8,43.63776637,40.99268246,30.3,22.8,15.85570247,11.60215675,9.0,11.4,15.9328527,21.25698055,39.1,43.3,47.4,39.8,1623.0,2127.0,5810.0,8124.0,9237.0,10863.0
Pickens County,3.0,2.0,2.0,4.0,859.0,1323.0,1317.0,1871.0,496.0,844.0,2406.0,3616.0,4465.0,5110.0,5656.0,5854.0,7409.0,6800.0,5682.0,4108.0,3017.0,2194.0,4.6,7.0,4.8,7.0,15.1,22.1,25.39208364,27.13047311,34.4,37.8,42.24047797,43.00617103,43.8,30.3,22.5317401,16.11813106,6.6,9.8,9.835698282,13.7452248,22.2,29.9,68.4,56.2,517.0,850.0,1957.0,2995.0,3400.0,3693.0
Pickett County,9.0,10.0,9.0,9.0,277.0,314.0,464.0,653.0,87.0,155.0,302.0,671.0,907.0,1367.0,1768.0,1523.0,1746.0,1712.0,1655.0,1286.0,817.0,707.0,4.0,5.8,2.3,5.6,7.1,14.4,19.29592377,24.21135647,29.7,39.4,46.79724722,40.03680336,54.2,37.1,21.62519852,18.58569926,9.1,9.1,12.28163049,17.1661409,13.8,25.0,79.9,63.7,51.0,151.0,216.0,499.0,729.0,921.0
Pierce County,6.0,5.0,8.0,5.0,521.0,1020.0,1241.0,2458.0,177.0,457.0,975.0,2037.0,3233.0,4174.0,5010.0,5532.0,3486.0,3565.0,3303.0,3062.0,2739.0,1786.0,3.6,6.9,5.3,9.1,14.6,18.5,26.6721044,27.40234665,39.1,41.2,40.86460033,41.08124165,40.0,30.2,22.34094617,13.26303282,6.3,10.1,10.1223491,18.25337888,19.9,30.6,71.1,53.5,262.0,608.0,1209.0,1875.0,3270.0,3690.0
Pike County,6.0,5.0,6.0,5.0,2242.0,3264.0,4281.0,5286.0,886.0,1690.0,2906.0,3979.0,4406.0,5312.0,6858.0,6573.0,7862.0,7852.0,6451.0,5472.0,3509.0,2403.0,7.1,11.3,7.2,9.5,16.7,20.6,23.12778798,26.30219099,28.0,30.0,35.99055366,33.9654816,41.0,30.9,18.41511414,12.41732121,14.3,18.4,22.46654421,27.3150062,23.1,26.6,62.6,52.6,906.0,1412.0,2618.0,3655.0,4407.0,5090.0
Pima County,2.0,2.0,1.0,1.0,98703.0,146108.0,190911.0,258412.0,29181.0,64296.0,61658.0,102314.0,105908.0,127343.0,148457.0,152567.0,68625.0,78861.0,82657.0,90483.0,84390.0,72430.0,15.7,20.7,14.2,21.0,32.3,33.4,34.76601647,32.89714048,25.0,23.3,22.85370776,21.1780955,19.5,16.6,12.99113142,10.05413659,23.3,26.7,29.38914435,35.87062743,33.2,32.9,36.9,25.4,26479.0,65114.0,136764.0,182266.0,225839.0,236991.0
Pinal County,1.0,1.0,1.0,1.0,5876.0,14177.0,44579.0,70307.0,2522.0,4625.0,8804.0,16011.0,22222.0,36255.0,70701.0,96302.0,19028.0,22493.0,24763.0,32513.0,38336.0,34515.0,7.7,9.3,7.7,13.7,26.3,30.4,36.83448741,36.63589679,31.0,30.4,29.07161302,30.33993888,34.5,27.3,15.76341716,10.87394852,8.2,11.9,18.33048241,22.15021581,26.8,32.0,57.8,45.0,2546.0,6867.0,18860.0,36157.0,89580.0,116286.0
Pine County,6.0,4.0,8.0,3.0,1317.0,1824.0,2824.0,3568.0,443.0,1033.0,2822.0,4646.0,5555.0,7252.0,8823.0,8653.0,5737.0,4751.0,4249.0,3716.0,2682.0,1879.0,4.5,8.9,7.7,10.6,19.5,27.8,31.95460158,35.3892682,40.2,40.9,41.89856587,39.65082711,30.8,21.0,12.73625226,8.610181918,9.5,10.3,13.4105803,16.34972277,28.9,39.8,58.8,40.7,755.0,1239.0,2692.0,4922.0,6729.0,7723.0
Pinellas County,1.0,1.0,1.0,1.0,117805.0,157235.0,186848.0,268418.0,36700.0,76706.0,110883.0,189108.0,201917.0,203495.0,209249.0,194732.0,171570.0,166139.0,139990.0,109698.0,77367.0,55710.0,10.0,14.6,12.6,17.6,27.9,31.4,31.14392668,30.71066769,31.7,29.7,30.43117214,26.00479948,21.9,16.0,11.25151611,7.43959585,18.5,22.9,27.17338507,35.84493698,30.4,36.1,47.0,31.7,46121.0,92539.0,178159.0,215666.0,214150.0,229971.0
Pipestone County,6.0,6.0,8.0,6.0,674.0,928.0,1076.0,1350.0,470.0,643.0,1858.0,2493.0,2577.0,2404.0,2343.0,2174.0,4119.0,3027.0,2013.0,1496.0,961.0,460.0,6.6,9.2,8.9,12.2,22.7,27.6,32.86327406,36.33748802,37.9,36.0,35.91354997,34.7395334,29.6,22.4,14.73022685,7.350591243,9.9,13.9,16.49294911,21.57238734,26.2,35.5,58.2,43.1,633.0,860.0,1542.0,1843.0,2144.0,2274.0
Piscataquis County,8.0,6.0,8.0,6.0,1505.0,1631.0,2122.0,2935.0,468.0,879.0,3428.0,4617.0,5344.0,5347.0,5476.0,5041.0,4478.0,3680.0,3009.0,2413.0,1641.0,1077.0,5.0,8.3,11.2,13.6,19.5,23.3,29.44635357,32.73645888,43.6,43.7,41.81748759,37.45449142,24.6,19.7,12.53150057,8.002080392,12.3,13.3,16.20465827,21.80696931,36.4,43.5,47.5,34.6,1055.0,1449.0,2390.0,2849.0,3856.0,4406.0
Pitkin County,7.0,8.0,7.0,7.0,4728.0,6466.0,7245.0,8570.0,1216.0,3168.0,734.0,1147.0,1285.0,1237.0,1344.0,1501.0,536.0,353.0,502.0,417.0,488.0,402.0,36.1,46.2,26.2,32.0,31.3,28.3,30.70463394,21.82578189,13.5,10.9,10.26032522,11.2040009,5.3,3.7,3.725475227,3.000671792,49.8,57.1,55.30956562,63.96954542,21.8,16.7,15.9,5.1,882.0,2195.0,2972.0,3202.0,4022.0,2924.0
Pitt County,3.0,2.0,3.0,4.0,13656.0,20866.0,27336.0,36045.0,3712.0,8322.0,6292.0,11584.0,15358.0,19921.0,25148.0,26245.0,21560.0,20330.0,18057.0,15855.0,14533.0,9671.0,10.6,17.7,9.7,14.4,24.5,28.3,32.3087956,32.38908619,24.6,25.2,25.4009939,24.6584738,29.0,20.1,14.67920488,9.086382171,21.9,26.4,27.61100562,33.86605784,18.0,24.6,61.7,43.2,3404.0,6777.0,15254.0,22398.0,31987.0,34473.0
Pittsburg County,5.0,8.0,7.0,7.0,2821.0,3892.0,4788.0,5991.0,1220.0,2406.0,5921.0,8216.0,8587.0,11017.0,11553.0,10854.0,13429.0,11662.0,9783.0,7165.0,5648.0,3870.0,5.4,9.3,9.3,13.8,22.7,26.8,31.20483059,31.85631106,31.3,36.5,36.14491756,35.70512188,35.7,23.8,17.67043144,12.73068193,10.3,12.9,14.97982042,19.70788513,26.1,31.8,59.2,45.1,2098.0,3554.0,6236.0,8088.0,9974.0,9684.0
Pittsylvania County,4.0,5.0,4.0,5.0,2756.0,3993.0,6302.0,6921.0,1010.0,2218.0,5762.0,9168.0,11730.0,15173.0,15800.0,17593.0,22678.0,24258.0,16381.0,14118.0,10021.0,6394.0,3.3,5.7,4.6,8.6,17.2,22.8,29.29277366,31.16411661,31.4,35.2,34.77801501,39.18175542,43.9,32.7,22.05762585,14.24021737,7.4,9.3,13.87158548,15.4139106,18.7,23.5,73.5,62.2,1423.0,3360.0,6434.0,9836.0,13308.0,13993.0
Piute County,9.0,12.0,9.0,9.0,97.0,129.0,193.0,221.0,70.0,92.0,277.0,305.0,315.0,328.0,466.0,295.0,211.0,199.0,157.0,128.0,137.0,167.0,10.8,12.1,14.2,21.9,26.9,34.5,29.18149466,41.22203098,40.5,36.7,41.45907473,25.38726334,20.2,14.3,12.1886121,14.37177281,12.5,14.4,17.17081851,19.01893287,42.6,40.0,32.5,26.1,92.0,167.0,209.0,308.0,328.0,479.0
Placer County,1.0,1.0,1.0,1.0,25940.0,50226.0,82538.0,125284.0,4362.0,12030.0,16075.0,26147.0,29751.0,35327.0,47861.0,50097.0,16171.0,16277.0,17006.0,15835.0,15331.0,14825.0,10.0,16.7,16.4,24.5,36.5,38.9,38.73621638,34.88348208,26.0,21.3,20.12040038,17.15057463,14.9,9.5,6.445035796,5.075299297,22.7,30.3,34.69834744,42.89064399,36.7,36.2,36.9,22.6,7161.0,17713.0,41725.0,64506.0,92143.0,101895.0
Plaquemines Parish,1.0,1.0,1.0,1.0,1121.0,1775.0,2409.0,3063.0,542.0,754.0,2881.0,4579.0,4798.0,5628.0,5454.0,5073.0,7402.0,6558.0,6258.0,5152.0,2892.0,2216.0,4.7,5.7,5.9,10.1,18.2,23.7,27.53183748,32.9229573,32.2,34.2,36.74954518,32.87112033,42.0,31.3,19.48655751,14.35884144,7.5,10.8,16.23205983,19.84708093,25.0,34.6,64.3,49.6,680.0,1329.0,2711.0,3893.0,4086.0,5081.0
Platte County,1.0,1.0,1.0,1.0,9593.0,16230.0,23358.0,34120.0,2038.0,5071.0,6823.0,11032.0,11589.0,12928.0,14359.0,15794.0,5905.0,5407.0,4563.0,4015.0,3698.0,2469.0,11.8,18.9,14.2,19.7,31.3,31.9,31.42644259,29.99264952,30.9,26.5,23.77514695,21.10791848,12.2,8.2,6.123023429,3.299699298,25.6,33.3,38.67538704,45.59973271,39.6,41.2,34.3,20.2,2452.0,5283.0,11720.0,15548.0,18980.0,22442.0
Pleasants County,6.0,7.0,8.0,6.0,419.0,495.0,563.0,803.0,263.0,360.0,1145.0,1904.0,2246.0,2509.0,2559.0,2424.0,2012.0,1976.0,1549.0,1057.0,601.0,651.0,7.0,7.7,9.2,8.9,14.9,20.7,32.07443897,29.31097339,45.4,49.0,46.68856048,44.18519869,31.3,20.6,10.96515234,11.86656945,8.5,9.7,10.2718482,14.63725848,30.4,40.9,53.4,42.4,348.0,416.0,736.0,1060.0,1758.0,1608.0
Plumas County,7.0,12.0,9.0,9.0,2090.0,2589.0,3439.0,3112.0,643.0,1593.0,2602.0,4436.0,4536.0,4102.0,3623.0,4313.0,2783.0,2366.0,2393.0,1770.0,1475.0,915.0,9.1,14.5,14.6,23.5,34.7,42.8,43.04489959,45.16044187,32.9,27.7,24.17105878,28.36007365,17.3,12.0,9.840549736,6.016570226,15.1,17.5,22.94349189,20.46291426,36.8,40.4,39.4,21.6,1034.0,2581.0,4787.0,6325.0,6452.0,6868.0
Plymouth County,3.0,2.0,6.0,5.0,2196.0,3088.0,3411.0,4168.0,1041.0,1682.0,4572.0,5924.0,5885.0,6254.0,6425.0,6338.0,5812.0,4625.0,3211.0,2021.0,1208.0,1014.0,8.2,11.9,9.9,13.3,22.6,29.0,34.68953282,33.99793744,40.3,39.1,37.99526907,36.3125931,22.0,12.6,7.143701952,5.809556549,15.0,19.3,20.17149616,23.87991291,36.1,42.0,45.8,32.8,1253.0,1873.0,3301.0,4631.0,5866.0,5934.0
Pocahontas County,9.0,10.0,9.0,9.0,844.0,900.0,918.0,910.0,485.0,690.0,3071.0,3184.0,2675.0,2394.0,2023.0,1758.0,2938.0,2190.0,1313.0,802.0,434.0,419.0,6.6,9.7,11.1,15.0,26.7,31.8,35.79988587,36.72883788,40.6,39.9,38.48202397,36.03197377,19.9,13.4,8.255659121,8.587825374,12.8,15.0,17.46243104,18.65136298,42.1,44.6,40.2,30.7,808.0,1071.0,1758.0,1906.0,1882.0,1792.0
Poinsett County,3.0,2.0,3.0,4.0,878.0,1053.0,1468.0,1843.0,519.0,979.0,2332.0,4222.0,5155.0,6580.0,6958.0,7105.0,10909.0,9507.0,8075.0,6335.0,4487.0,2729.0,3.6,6.2,3.6,6.3,10.8,16.2,21.96640077,24.44516338,32.6,39.5,42.04737733,45.97217729,51.1,38.0,27.11505922,17.65771595,5.6,6.3,8.871162678,11.92494338,16.3,26.9,76.4,60.6,510.0,988.0,1707.0,2706.0,3635.0,3778.0
